datetime,temperature_2m,relative_humidity_2m,windspeed_10m,winddirection_10m,precipitation,cloudcover,surface_pressure,co,no,no2,o3,so2,pm2_5,pm10,nh3,hour,day,month,aqi,day_of_week,is_weekend,season,temp_humidity_ratio,wind_pressure_ratio,pollution_index,gas_pollution_index,aqi_change_rate,temp_change_rate,pm25_change_rate,avg_aqi_7d,avg_temp_7d,timestamp
2025-10-04 05:24:40.881694,34.30490064935928,77.32988792718612,3.1171566759896545,268.2377774029792,0.799374189024695,86.05285272896663,1032.136815898187,61.49714212234441,0.0186386294599342,0.0013229449154901,47.83260109673934,0.2157403596343385,31.467783350890866,105.37463728778056,0.1057856915527946,5,4,10,3,,,,,,,,,,,,,
2025-10-04 06:24:40.881691,28.14346409880373,65.59064698912734,7.038724852049873,65.32117531859535,0.7219921224305609,33.614757670166995,979.362025159075,10.98480949463682,0.0118234186709571,0.0043391390422523,25.18123901251222,0.2865256278761774,0.7929343809867055,57.88404641213943,0.0029434790063396,6,4,10,2,,,,,,,,,,,,,
2025-10-04 07:24:40.881689,15.43100456301713,78.57303329170526,4.210637916123554,52.48751970688985,0.2411577327900802,46.09322153955733,1024.7306213673976,93.9022075359902,0.0045785730441577,0.1259668658861905,29.36656018014896,0.4496079068461218,26.31291184677643,26.252946904398865,0.1816767223693043,7,4,10,3,,,,,,,,,,,,,
2025-10-04 08:24:40.881687,27.440432493103845,68.15622761524509,4.058839149965726,129.61915945524376,0.1447006178342,6.2909929722795415,1017.1590469960672,41.475295741901455,0.0061537031524909,0.014796635862713,47.80858768318424,0.0166624587820032,24.843549654397027,44.9322332456868,0.0085809570169719,8,4,10,3,,,,,,,,,,,,,
2025-10-04 09:24:40.881685,40.41391334231509,53.1526822489213,7.176059656828553,88.47110239592547,0.4916771755172154,51.19292389043535,1012.4755325675338,46.54851805304952,0.0684774539105079,0.0264925114958854,37.32648334392504,0.1024503850143076,1.956361185521076,2.459505410052372,0.0408182770863643,9,4,10,3,,,,,,,,,,,,,
2025-10-04 10:24:40.881683,32.94521464260202,66.1744072870021,2.6604742728830453,348.1646990043904,0.1827651371220054,76.55112323825564,1023.3792593243398,1.7141602144147627,0.0156417612032916,0.1157791184836301,30.47590541341789,0.0891543058829732,26.70536916786413,6.609712725769011,0.0327808274611262,10,4,10,4,,,,,,,,,,,,,
2025-10-04 11:24:40.881681,27.56574002832841,52.811051546535055,3.265778574650253,97.2641355265341,0.607286576165679,70.66103763182069,984.9383983558052,36.56037075005199,0.0050649346964629,0.0136376534383402,29.046050403460693,0.3975341746220854,23.04072956909672,10.209675588245927,0.0222960021764016,11,4,10,1,,,,,,,,,,,,,
2025-10-04 12:24:40.881679,34.36527223750461,66.44493327536935,2.743032271457155,147.68429795522346,2.496033319663673,52.52456566683972,1010.3857570047414,0.9825340660776616,0.0442189823370506,0.2509771816776618,33.24918931735056,0.1187208028261547,11.408315292434448,61.0731872281922,0.0328192955474524,12,4,10,1,,,,,,,,,,,,,
2025-10-04 13:24:40.881677,27.800168078440105,67.85495557315753,6.024950581557576,206.35459439506624,0.9100726962833856,52.99559499186912,987.2356628639974,11.286207907947436,0.1743679786416377,0.2034437932462366,46.821298268397705,0.0167645487880569,31.266308034742345,73.23403826936406,0.0596290250546386,13,4,10,5,,,,,,,,,,,,,
2025-10-04 14:24:40.881675,33.640014344882985,76.66290163926087,6.78051531294174,30.134860600501398,0.0085303404315326,72.844576260067,1007.1746320180608,54.98382197396515,0.0146312698653392,0.0094137226428349,29.794296119101872,0.0498938380739742,8.480421737169637,43.536333964765255,0.035552922526925,14,4,10,3,,,,,,,,,,,,,
2025-10-04 15:24:40.881672,33.3633705075942,77.84510506703468,7.014359500777768,161.69222839730386,0.1778695546527373,43.10792645698495,1004.0210208249592,18.90255609078681,0.0461537388889489,0.0006744155004854,53.28818748669315,0.3788480362967883,73.6334709142108,17.857146854264734,0.0542424735573822,15,4,10,2,,,,,,,,,,,,,
2025-10-04 16:24:40.881670,24.534018787333544,67.89841517215645,1.6652030862445328,41.79040508548175,0.0751728098327265,50.74160397068804,1002.8746199992464,31.330284004189497,0.0088515368861729,0.0803798698079715,37.25799630899689,0.1203240773653306,8.7095923691819,159.70085271554635,0.0402966843543271,16,4,10,1,,,,,,,,,,,,,
2025-10-04 17:24:40.881668,40.99798911973872,66.5582562195684,7.558735281927902,304.04650234907814,0.3195315211075266,44.73896785413928,1002.855394754837,45.85243140112095,0.0230886657141763,0.1433680457418965,34.72934805154004,0.1409823794305978,23.58917420766837,59.97791900189683,0.2360982184233719,17,4,10,3,,,,,,,,,,,,,
2025-10-04 18:24:40.881666,19.344291461755923,72.53948597911794,5.619019316010741,181.0603884677925,0.4914720004822386,50.22753212908211,992.9218657245298,109.75400821804668,0.0397739634799019,0.0588370492053033,47.65966053337542,0.0657423534064341,18.20524176940173,1.0515249645379547,0.1654012047357891,18,4,10,3,,,,,,,,,,,,,
2025-10-04 19:24:40.881664,25.77048937353808,75.44019754107532,7.745657168762075,66.05847197764551,0.022074635105709,96.94287742097522,980.2524193375328,29.814911926172087,0.0214767266505278,0.1890062878037449,63.39713309886669,0.5718862443121918,16.857053298959208,35.80126447498607,0.2167573945322201,19,4,10,1,,,,,,,,,,,,,
2025-10-04 20:24:40.881661,24.783159152944076,64.96924966312544,5.686152661258868,13.015322598002404,0.8370354286879688,30.1358330827894,1008.8531226628814,13.270299351033769,0.013132865264572,0.1606569316514215,49.15626103695706,1.117601428782389,2.2952898730499456,21.35877033212822,0.0921737044132815,20,4,10,5,,,,,,,,,,,,,
2025-10-04 21:24:40.881659,20.37588665649768,67.01813878040053,5.614973541567134,9.494277588648394,0.0413133095188087,80.74560737594574,993.5679231589388,66.30961718920292,0.0748647109047974,0.0087171757179815,31.464739915407765,0.1026704071770411,17.903477408965017,289.74958233248594,0.4729744740835738,21,4,10,1,,,,,,,,,,,,,
2025-10-04 22:24:40.881657,35.91149487996816,71.73181984792721,4.456086475431103,67.93174685832709,0.9149490490651176,49.55083764776053,1031.6978888233295,5.919884905303203,0.2389370333740901,0.2781098713209743,39.55789881212696,0.497521324868979,9.084329351217358,94.0091136889963,0.1459874687057319,22,4,10,4,,,,,,,,,,,,,
2025-10-04 23:24:40.881655,31.105949541613096,67.15720485509122,5.246031214609387,33.693150244807825,0.1350470973845305,52.79860696020378,1029.6868753257863,9.439598259784605,0.0509218923544879,0.0638980019115806,48.75100080165214,0.1165953271591233,35.43714793373469,26.47685087387033,0.0330120616336442,23,4,10,2,,,,,,,,,,,,,
